"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"msedgewebview2","1","1467","2411115732992","148549632","50663424","60664","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=OUTLOOK.EXE --webview-exe-version=16.0.17932.20638 --user-data-dir=""C:\Users\StevePaylor\AppData\Local\Microsoft\Office\16.0\Wef\webview2\9425a527-4474-49e7-8562-cdf141105da4_ADAL\2\EBWebView"" --noerrdialogs --embedded-browser-webview-dpi-awareness=2 --enable-features=msSingleSignOnOSForPrimaryAccountIsShared --lang=en-US --mojo-named-platform-channel-pipe=15780.20828.8669139773960287536 /pfhostedapp:8571fc470b1fc28a32b1f8834ff08cd3f95e01f9","System.Diagnostics.Process (OUTLOOK)","Microsoft Corporation","44.921875","144.0.3719.104","144.0.3719.104","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5812","8",,"False","2/6/2026 8:22:35 AM",,"15580",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","60664","60664","50663424","50663424","1238672","1238672","64831488","64831488","161542144","161542144","2411255341056","1778688000","True","Normal","50663424","50663424","4095","1",,"System.Diagnostics.ProcessThreadCollection","1467","2411115732992","1639079936","False",,,,"148549632","148549632",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:19.3437500","00:00:44.9218750","00:00:25.5781250","msedgewebview2","0","","True",,
"msedgewebview2","1","150","2306627596288","12759040","2572288","10480","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\StevePaylor\AppData\Local\Microsoft\Office\16.0\Wef\webview2\9425a527-4474-49e7-8562-cdf141105da4_ADAL\2\EBWebView /prefetch:4 /pfhostedapp:8571fc470b1fc28a32b1f8834ff08cd3f95e01f9 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\StevePaylor\AppData\Local\Microsoft\Office\16.0\Wef\webview2\9425a527-4474-49e7-8562-cdf141105da4_ADAL\2\EBWebView\Crashpad --metrics-dir=C:\Users\StevePaylor\AppData\Local\Microsoft\Office\16.0\Wef\webview2\9425a527-4474-49e7-8562-cdf141105da4_ADAL\2\EBWebView --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=144.0.7559.110 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=144.0.3719.104 --initial-client-data=0x17c,0x180,0x184,0x114,0x18c,0x7ff97c082c98,0x7ff97c082ca4,0x7ff97c082cb0","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","0.03125","144.0.3719.104","144.0.3719.104","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5748","8",,"False","2/6/2026 8:22:36 AM",,"15632",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10480","10480","2572288","2572288","126160","126160","2727936","2727936","12894208","12894208","2306677927936","280489984","True","Normal","2572288","2572288","4095","1",,"System.Diagnostics.ProcessThreadCollection","150","2306627596288","230158336","False",,,,"12759040","12759040",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.0312500","00:00:00.0312500","00:00:00","msedgewebview2","0","","True",,
"msedgewebview2","1","916","2359167823872","15040512","106926080","28016","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\StevePaylor\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalState\EBWebView"" --webview-exe-name=M365Copilot.exe --webview-exe-version=19.2601.57101.0 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=1684,i,11618638924980251686,1042378664091629464,262144 --field-trial-handle=1840,i,16935376895161629203,1000980620626914723,262144 --enable-features=msSingleSignOnOSForPrimaryAccountIsShared --disable-features=msEnhancedTrackingPreventionEnabled --variations-seed-version --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1828 /prefetch:2 /pfhostedapp:9c3f38f8d4beadf8882fd777de676b889b63c50a","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","3.84375","144.0.3719.104","144.0.3719.104","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5412","10",,"False","2/6/2026 8:21:13 AM",,"15912",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","28016","28016","106926080","106926080","1339224","1339224","149561344","149561344","163872768","163872768","2359203876864","1266831360","True","AboveNormal","106926080","106926080","4095","1",,"System.Diagnostics.ProcessThreadCollection","916","2359167823872","1230778368","False",,,,"15040512","15040512",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:01.6562500","00:00:03.8437500","00:00:02.1875000","msedgewebview2","0","","True",,
"msedgewebview2","1","1614","2411167944704","46989312","69898240","63480","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=ms-teams.exe --webview-exe-version=26005.213.4315.4117 --user-data-dir=""C:\Users\StevePaylor\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --noerrdialogs --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --disable-features=msEnhancedTrackingPreventionEnabled,BreakoutBoxPreferCaptureTimestampInVideoFrames,BlockCrossPartitionBlobUrlFetching,msWebOOUI --enable-blink-features=IndexedDbGetAllRecords --enable-features=msSingleSignOnOSForPrimaryAccountIsShared,SharedArrayBuffer,AutofillReplaceCachedWebElementsByRendererIds,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2SetUserAgentOverrideOnIframes,PreferredAudioOutputDevices,DocumentPolicyIncludeJSCallStacksInCrashReports,RendererHangWatcher:delay/13s,UnresponsiveMultipleStackCollection:delay/0.1s/count/5,PartitionedCookies,ThirdPartyStoragePartitioning,msWebView2TextureStream,msWebView2EnableDraggableRegions,msAbydos,msAbydosHandwritingAttr,msAbydosGestureSupport --gpu-watchdog-timeout-seconds=60 --isolate-origins=https://[*.]microsoft.com,https://[*.]sharepoint.com,https://[*.]sharepointonline.com,https://mesh-hearts-teams.azurewebsites.net,https://[*.]meshxp.net,https://res-sdf.cdn.office.net,https://res.cdn.office.net,https://copilot.teams.cloud.microsoft,https://local.copilot.teams.office.com --js-flags=--stack-trace-limit=50 --lang=en-US --mojo-named-platform-channel-pipe=16300.16444.13243555525892660147 /pfhostedapp:44f9b735488cffc8cadd54c9a1d338bcecb80ac3","System.Diagnostics.Process (ms-teams)","Microsoft Corporation","113.265625","144.0.3719.104","144.0.3719.104","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5648","8",,"False","2/6/2026 8:20:01 AM",,"16448",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","63480","63480","69898240","69898240","1250336","1250336","130097152","130097152","218202112","218202112","2411255054336","1778401280","True","Normal","69898240","69898240","4095","1",,"System.Diagnostics.ProcessThreadCollection","1614","2411167944704","1691291648","False",,,,"46989312","46989312",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:52.1093750","00:01:53.2656250","00:01:01.1562500","msedgewebview2","0","","True",,
"msedgewebview2","1","157","2306627596288","12681216","2580480","10480","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\StevePaylor\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView /prefetch:4 /pfhostedapp:44f9b735488cffc8cadd54c9a1d338bcecb80ac3 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\StevePaylor\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\Crashpad --metrics-dir=C:\Users\StevePaylor\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=144.0.7559.110 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=144.0.3719.104 --initial-client-data=0x174,0x178,0x17c,0x70,0x184,0x7ff97c082c98,0x7ff97c082ca4,0x7ff97c082cb0","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","0.046875","144.0.3719.104","144.0.3719.104","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5524","8",,"False","2/6/2026 8:20:01 AM",,"16472",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10480","10480","2580480","2580480","126160","126160","2756608","2756608","12816384","12816384","2306694705152","297267200","True","Normal","2580480","2580480","4095","1",,"System.Diagnostics.ProcessThreadCollection","157","2306627596288","230158336","False",,,,"12681216","12681216",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.0468750","00:00:00.0468750","00:00:00","msedgewebview2","0","","True",,
"msedgewebview2","1","634","2359195209728","15392768","95412224","33320","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe"" --type=gpu-process --gpu-watchdog-timeout-seconds=60 --noerrdialogs --user-data-dir=""C:\Users\StevePaylor\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=26005.213.4315.4117 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=1584,i,7725973644717903993,8879524382240973922,262144 --field-trial-handle=1852,i,13600213692108774607,125926354473175591,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,DocumentPolicyIncludeJSCallStacksInCrashReports,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2TextureStream --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,msEnhancedTrackingPreventionEnabled,msWebOOUI --variations-seed-version --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1844 /prefetch:2 /pfhostedapp:44f9b735488cffc8cadd54c9a1d338bcecb80ac3","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","2.140625","144.0.3719.104","144.0.3719.104","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5656","10",,"False","2/6/2026 8:20:01 AM",,"16636",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","33320","33320","95412224","95412224","1431480","1431480","129912832","129912832","142770176","142770176","2359251947520","1314902016","True","AboveNormal","95412224","95412224","4095","1",,"System.Diagnostics.ProcessThreadCollection","634","2359195209728","1258164224","False",,,,"15392768","15392768",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:01.1562500","00:00:02.1406250","00:00:00.9843750","msedgewebview2","0","","True",,
"msedgewebview2","1","420","2358845300736","7356416","15536128","25168","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\StevePaylor\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=26005.213.4315.4117 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --startup-read-main-dll --metrics-shmem-handle=1796,i,9497984052359623783,14243215223633177342,524288 --field-trial-handle=1852,i,13600213692108774607,125926354473175591,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,DocumentPolicyIncludeJSCallStacksInCrashReports,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2TextureStream --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,msEnhancedTrackingPreventionEnabled,msWebOOUI --variations-seed-version --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2040 /prefetch:11 /pfhostedapp:44f9b735488cffc8cadd54c9a1d338bcecb80ac3","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","7.75","144.0.3719.104","144.0.3719.104","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2524","8",,"False","2/6/2026 8:20:01 AM",,"16644",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25168","25168","15536128","15536128","883000","883000","27521024","27521024","46497792","46497792","2358927040512","989995008","True","Normal","15536128","15536128","4095","1",,"System.Diagnostics.ProcessThreadCollection","420","2358845300736","908255232","False",,,,"7356416","7356416",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:03.5625000","00:00:07.7500000","00:00:04.1875000","msedgewebview2","0","","True",,
"msedgewebview2","1","180","2358553366528","5615616","10366976","12248","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\Users\StevePaylor\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=26005.213.4315.4117 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --startup-read-main-dll --metrics-shmem-handle=2396,i,13431661154540101520,14747394066802423718,524288 --field-trial-handle=1852,i,13600213692108774607,125926354473175591,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,DocumentPolicyIncludeJSCallStacksInCrashReports,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2TextureStream --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,msEnhancedTrackingPreventionEnabled,msWebOOUI --variations-seed-version --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2412 /prefetch:13 /pfhostedapp:44f9b735488cffc8cadd54c9a1d338bcecb80ac3","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","1.703125","144.0.3719.104","144.0.3719.104","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5644","8",,"False","2/6/2026 8:20:01 AM",,"16700",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12248","12248","10366976","10366976","790888","790888","11771904","11771904","22495232","22495232","2358586920960","649875456","True","Normal","10366976","10366976","4095","1",,"System.Diagnostics.ProcessThreadCollection","180","2358553366528","616321024","False",,,,"5615616","5615616",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.9218750","00:00:01.7031250","00:00:00.7812500","msedgewebview2","0","","True",,
"msedgewebview2","1","389","3817749086208","65941504","390463488","55400","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\StevePaylor\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=26005.213.4315.4117 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --enable-blink-features=IndexedDbGetAllRecords --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --js-flags=""--stack-trace-limit=50 --expose-gc --ms-user-locale=en-US"" --time-ticks-at-unix-epoch=-1770394691914623 --launch-time-ticks=110147028 --ssd-no-pressure-read-main-dll --metrics-shmem-handle=4492,i,11500987148896222412,852112530207440043,2097152 --field-trial-handle=1852,i,13600213692108774607,125926354473175591,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,DocumentPolicyIncludeJSCallStacksInCrashReports,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2TextureStream --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,msEnhancedTrackingPreventionEnabled,msWebOOUI --variations-seed-version --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=4436 /pfhostedapp:44f9b735488cffc8cadd54c9a1d338bcecb80ac3 /prefetch:1","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","163.734375","144.0.3719.104","144.0.3719.104","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5536","8",,"False","2/6/2026 8:20:02 AM",,"16912",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","55400","55400","390463488","390463488","864792","864792","734773248","734773248","749740032","749740032","3819540307968","1314381824","True","Normal","390463488","390463488","4095","1",,"System.Diagnostics.ProcessThreadCollection","389","3817749086208","-476839936","False",,,,"65941504","65941504",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:15.4843750","00:02:43.7343750","00:02:28.2500000","msedgewebview2","0","","True",,
"msedgewebview2","1","241","2358571298816","7405568","9482240","16256","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe"" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --video-capture-use-gpu-memory-buffer --noerrdialogs --user-data-dir=""C:\Users\StevePaylor\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=26005.213.4315.4117 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --skip-read-main-dll --metrics-shmem-handle=5240,i,4048120055084887268,3060267678580585231,524288 --field-trial-handle=1852,i,13600213692108774607,125926354473175591,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,DocumentPolicyIncludeJSCallStacksInCrashReports,PartitionedCookies,PreferredAudioOutputDevices,SharedArrayBuffer,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TerminateServiceWorkerWhenIdleIgnoringCdpSessions,msWebView2TextureStream --disable-features=BlockCrossPartitionBlobUrlFetching,BreakoutBoxPreferCaptureTimestampInVideoFrames,msEnhancedTrackingPreventionEnabled,msWebOOUI --variations-seed-version --trace-process-track-uuid=3190708991934122588 --mojo-platform-channel-handle=5604 /prefetch:12 /pfhostedapp:44f9b735488cffc8cadd54c9a1d338bcecb80ac3","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","2.109375","144.0.3719.104","144.0.3719.104","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5532","8",,"False","2/6/2026 8:20:10 AM",,"18112",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16256","16256","9482240","9482240","841032","841032","10014720","10014720","24543232","24543232","2358621630464","684584960","True","Normal","9482240","9482240","4095","1",,"System.Diagnostics.ProcessThreadCollection","241","2358571298816","634253312","False",,,,"7405568","7405568",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:01.4687500","00:00:02.1093750","00:00:00.6406250","msedgewebview2","0","","True",,
"msedgewebview2","1","621","2359083220992","94048256","75788288","27200","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\StevePaylor\AppData\Local\Microsoft\Office\16.0\Wef\webview2\9425a527-4474-49e7-8562-cdf141105da4_ADAL\2\EBWebView"" --webview-exe-name=OUTLOOK.EXE --webview-exe-version=16.0.17932.20638 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=1660,i,9001474518956043522,3870767110256910841,262144 --field-trial-handle=1776,i,3027838668310614972,15452650763782034046,262144 --enable-features=msSingleSignOnOSForPrimaryAccountIsShared --variations-seed-version --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1764 /prefetch:2 /pfhostedapp:8571fc470b1fc28a32b1f8834ff08cd3f95e01f9","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","1.421875","144.0.3719.104","144.0.3719.104","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5752","10",,"False","2/6/2026 8:22:36 AM",,"20984",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27200","27200","75788288","75788288","1317584","1317584","82882560","82882560","99426304","99426304","2359116779520","1179734016","True","AboveNormal","75788288","75788288","4095","1",,"System.Diagnostics.ProcessThreadCollection","621","2359083220992","1146175488","False",,,,"94048256","94048256",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.7812500","00:00:01.4218750","00:00:00.6406250","msedgewebview2","0","","True",,
"msedgewebview2","1","360","2358777159680","48168960","15589376","21968","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\144.0.3719.104\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\StevePaylor\AppData\Local\Microsoft\Office\16.0\Wef\webview2\9425a527-4474-49e7-8562-cdf141105da4_ADAL\2\EBWebView"" --webview-exe-name=OUTLOOK.EXE --webview-exe-version=16.0.17932.20638 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --startup-read-main-dll --metrics-shmem-handle=1980,i,13958619839314551978,8649196850297562614,524288 --field-trial-handle=1776,i,3027838668310614972,15452650763782034046,262144 --enable-features=msSingleSignOnOSForPrimaryAccountIsShared --variations-seed-version --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2008 /prefetch:11 /pfhostedapp:8571fc470b1fc28a32b1f8834ff08cd3f95e01f9","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","3.015625","144.0.3719.104","144.0.3719.104","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5284","8",,"False","2/6/2026 8:22:36 AM",,"21000",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21968","21968","15589376","15589376","875064","875064","19562496","19562496","50868224","50868224","2358883692544","946647040","True","Normal","15589376","15589376","4095","1",,"System.Diagnostics.ProcessThreadCollection","360","2358777159680","840114176","False",,,,"48168960","48168960",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:01.1875000","00:00:03.0156250","00:00:01.8281250","msedgewebview2","0","","True",,
